📺央视频道,#genre#
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
华丽翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali2
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
纬来精采,http://61.221.215.25:8800/hls/48/index.m3u8
日本,#genre#
GSTV,https://japaneast.av.mk.io/mediakindcdn-mediakind/ca01a143-f823-4432-b670-c22ff9643ce4/index.qfm/manifest(format=m3u8-cmaf)
JOAX-DTV,https://ntv5.mov3.co/hls/ntv.m3u8
JOCX-DTV,https://fujitv4.mov3.co/hls/fujitv.m3u8
JOEX-DTV,https://tvasahi.mov3.co/hls/tvasahi.m3u8
JORX-DTV,https://tbs5.mov3.co/hls/tbs.m3u8

# ========== 智能补充分类（经测速过滤） ==========

🎵 音乐频道,#genre#
张茜42首经典,http://45.192.97.170:8880/play/5409.m3u8
冷漠40首经典,http://45.192.97.170:8880/play/5425.m3u8
云朵40首经典,http://45.192.97.170:8880/play/5432.m3u8
汪明荃30首经典,http://45.192.97.170:8880/play/5407.m3u8
刘若英42首经典,http://45.192.97.170:8880/play/5431.m3u8
李翊君20首经典,http://45.192.97.170:8880/play/5414.m3u8
魏佳艺40首经典,http://45.192.97.170:8880/play/5430.m3u8
陈瑞36首经典,http://45.192.97.170:8880/play/5435.m3u8
云菲菲40首经典,http://45.192.97.170:8880/play/5434.m3u8
梅朵40首经典,http://45.192.97.170:8880/play/5408.m3u8
卓依婷40首经典,http://45.192.97.170:8880/play/5427.m3u8
陶喆30首经典,http://45.192.97.170:8880/play/5417.m3u8
林忆莲30首经典,http://45.192.97.170:8880/play/5421.m3u8
金海心38首经典,http://45.192.97.170:8880/play/5412.m3u8
腾格尔30首经典,http://45.192.97.170:8880/play/5422.m3u8
张杰40首经典,http://45.192.97.170:8880/play/5416.m3u8
梦然40首经典,http://45.192.97.170:8880/play/5426.m3u8
乔玲儿42首经典,http://45.192.97.170:8880/play/5433.m3u8
姜育恒40首经典,http://45.192.97.170:8880/play/5428.m3u8
童安格40首经典,http://45.192.97.170:8880/play/5429.m3u8
林志炫34首经典,http://45.192.97.170:8880/play/5411.m3u8
甄妮40首经典,http://45.192.97.170:8880/play/5410.m3u8
任贤齐36首经典,http://45.192.97.170:8880/play/5437.m3u8
陈慧娴30首经典,http://45.192.97.170:8880/play/5419.m3u8
林俊杰31首经典,http://45.192.97.170:8880/play/5418.m3u8
韩宝仪40首经典,http://45.192.97.170:8880/play/5436.m3u8
王力宏16首经典,http://45.192.97.170:8880/play/5420.m3u8
毛阿敏40首经典,http://45.192.97.170:8880/play/5413.m3u8
汤潮40首经典,http://45.192.97.170:8880/play/5423.m3u8
许蒿30首经典,http://45.192.97.170:8880/play/5415.m3u8

🏀 体育竞赛频道,#genre#
Arryadia HD 1 (1080p),https://stream-lb.livemediama.com/arryadia-hd-01/hls/master.m3u8
FTV (720p),https://master.tucableip.com/ftvhd/index.m3u8
Bahrain Sports 1 (720p) [Not 24/7],https://5c7b683162943.streamlock.net/live/ngrp:sportsone_all/playlist.m3u8
Arryadia HD 2 (1080p),https://stream-lb.livemediama.com/arryadia-hd-02/hls/master.m3u8
HTSpor TV (1080p),https://ciner.daioncdn.net/ht-spor/ht-spor.m3u8?app=web
Alkass Four (1080p),https://liveeu-gcp.alkassdigital.net/alkass4-p/main.m3u8
Alkass Six (1080p),https://liveeu-gcp.alkassdigital.net/alkass6-p/main.m3u8
ACCDN (1080p),https://raycom-accdn-firetv.amagi.tv/playlist.m3u8
CCTV-Golf & Tennis (1080p),http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub
Cricket Gold (1080p),https://streams2.sofast.tv/ptnr-yupptv/title-cricketgold/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/b2048bb8-1686-4432-aa50-647245383e0c/manifest.m3u8
CBS Sports HQ (1080p) [Geo-blocked],https://propee33f9c2.airspace-cdn.cbsivideo.com/index.m3u8
CBS Sports Golazo Network (720p),https://proped3fhg87.airspace-cdn.cbsivideo.com/golazo-live-dai/master/golazo-live-dai.m3u8
CCTV-16 (1080p),http://74.91.26.218:82/live/cctv16hd.m3u8
ColimdoT TV (720p),https://cnn.livestreaminggroup.info:3132/live/colimdotvlive.m3u8
CCTV-Storm Football (1080p),http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
ge Fast (1080p),https://amg00716-globo-amg00716c1-tcl-br-9495.playouts.now.amagi.tv/playlist.m3u8
Arryadia HD 3 (1080p),https://stream-lb.livemediama.com/arryadia-hd-03/hls/master.m3u8
CazeTV (1080i),https://dfr80qz435crc.cloudfront.net/MNOP/Amagi/Caze/Caze_TV_BR/Caze_TV.m3u8
FloHockey 24/7 (1080p),https://amg02278-amg02278c2-flosports-worldwide-9916.playouts.now.amagi.tv/playlist.m3u8
Gol Classics (1080p),https://d71gqtnep83vb.cloudfront.net/gol_classics/gol_classics.m3u8
Esport3 (1080p) [Not 24/7],https://directes-tv-int.3catdirectes.cat/live-content/esport3-hls/master.m3u8
Game+ (720p),https://a-cdn.klowdtv.com/live2/fntsy_720p/playlist.m3u8
CCTV-Billiards (1080p),http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub
F1 Channel (1080p) [Geo-blocked],https://amg12058-c15studio-amg12058c1-lg-us-5787.playouts.now.amagi.tv/playlist.m3u8
Golf Channel,https://dash4.antik.sk/live/test_golf_channel/playlist.m3u8
KSA Sports 1 (1080p),https://aloula-redirect.vercel.app/9/playlist.m3u8
beIN Sports XTRA en Espanol (1080p),https://dc1644a9jazgj.cloudfront.net/beIN_Sports_Xtra_Espanol.m3u8
ATG Live (720p),https://kanal75xto-llhls.akamaized.net/live/Data/atg-kanal-15-02a-rr/HLS-Legacy-HL/atg-kanal-15-02a-rr.m3u8
Jordan Sport (1080p),http://93.184.10.248/JordanSport/index.m3u8
ČT Sport (720p),http://88.212.15.19/live/test_ctsport_25p/playlist.m3u8
DraftKings Network (1080p),https://na.linear.zype.com/e0bd0e23-a958-4e43-8164-4f2fef8876a8/fd3614bd-90bf-4530-a277-65ae3a1720c8-zype/live.m3u8
Lacrosse TV (720p),https://a-cdn.klowdtv.com/live2/lsn_720p/playlist.m3u8
ACI Sport TV (1080p),https://webstream.multistream.it/memfs/e2cb3629-c1a2-495b-b43a-9eb386f04ed8.m3u8
FightBox,https://iptv.prosto.tv/ch118/index.m3u8
KHL (720p),http://31.148.48.15/KHL_TV/index.m3u8
KSA Sports 2 (1080p),https://aloula-redirect.vercel.app/10/playlist.m3u8
KHL Prime (720p),http://31.148.48.15/KHL_TV_HD/index.m3u8
beIN Sports USA (720p),http://23.237.104.106:8080/USA_BEIN/index.m3u8
Đồng Nai 2 (480p) [Not 24/7],http://118.107.85.4:1935/live/smil:DNTV2.smil/chunklist.m3u8
ADO TV (720p),https://strhls.streamakaci.tv/ortb/ortb2-multi/playlist.m3u8
FUEL TV (1080p),https://amg01074-fueltv-fueltvemeaen-rakuten-b6j62.amagi.tv/hls/amagi_hls_data_rakutenAA-fueltvemeaen/CDN/master.m3u8
DAZN Combat (1080p),https://dazn-combat-rakuten.amagi.tv/hls/amagi_hls_data_rakutenAA-dazn-combat-rakuten/CDN/master.m3u8
Africa 24 Sport (1080p),https://africa24.vedge.infomaniak.com/livecast/ik:africa24sport/manifest.m3u8
ITV Deportes (720p),https://thm-it-roku.otteravision.com/thm/it/it.m3u8
A Spor (1080p),https://rnttwmjcin.turknet.ercdn.net/lcpmvefbyo/aspor/aspor.m3u8
Alkass Two (1080p),https://liveeu-gcp.alkassdigital.net/alkass2-p/main.m3u8
BEK TV Sports West (720p),https://cdn3.wowza.com/5/ZWQ1K2NYTmpFbGsr/BEK-WOWZA-1/smil:BEKPRIMEW.smil/playlist.m3u8
FloRacing 24/7 (1080p),https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
Arryadia (480p),https://snrtworker.kharazbelaid.workers.dev/?id=arryadia.m3u8
30A Golf Kingdom (720p),https://30a-tv.com/feeds/vidaa/golf.m3u8
Al Iraqia Sport (720p),https://imn-live.esite-lab.com/hls/iraqia-sports-1.m3u8
Alkass SHOOF 2 (1080p),https://liveeu-gcp.alkassdigital.net/shooflive2/main.m3u8
Arryadia (720p),https://stream-lb.livemediama.com/arryadia/hls/master.m3u8
ESPN8 The Ocho (1080p),https://d3b6q2ou5kp8ke.cloudfront.net/ESPNTheOcho.m3u8
Fox Deportes (1280p),https://cors-proxy.cooks.fyi/http://23.237.104.106:8080/USA_FOX_DEPORTES/index.m3u8
KCMN-LD6 (1080p),https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg02873-kravemedia-mtrspt1-distrotv/playlist.m3u8
Alkass One (1080p),https://liveeu-gcp.alkassdigital.net/alkass1-p/main.m3u8
KTV Sport Plus (1080p),https://kwtsplta.cdn.mangomolo.com/spl/smil:spl.stream.smil/chunklist.m3u8
DD Sports SD (1080p),https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/b17adfe543354fdd8d189b110617cddd/index.m3u8
Bahrain Sports 2 (720p) [Not 24/7],https://5c7b683162943.streamlock.net/live/ngrp:bahrainsportstwo_all/playlist.m3u8
fubo Sports Network (1080p),https://dnf08l6u6uxnz.cloudfront.net/master.m3u8
L1 Max (1080p),http://45.4.1.201:8000/play/a123/index.m3u8
INTROUBLE (1080p),https://amg00861-amg00861c6-stirr-us-8229.playouts.now.amagi.tv/playlist.m3u8
Alkass Three (1080p),https://liveeu-gcp.alkassdigital.net/alkass3-p/main.m3u8
Alkass SHOOF (1080p),https://liveeu-gcp.alkassdigital.net/shooflive/main.m3u8
beIN SPORTS XTRA (1080p),https://bein-xtra-bein.amagi.tv/playlist.m3u8
FTF Sports (720p),https://1657061170.rsc.cdn77.org/HLS/FTF-LINEAR.m3u8
KSA Sports 3 (1080p),https://aloula-redirect.vercel.app/16/playlist.m3u8
KTV Sport (1080p),https://kwtspta.cdn.mangomolo.com/sp/smil:sp.stream.smil/chunklist.m3u8
Horse TV (720p),https://a-cdn.klowdtv.com/live2/horsetv_720p/playlist.m3u8
AS3 Sport TV (1080p),https://streamtv.as3sport.online:3394/hybrid/play.m3u8
Belarus-5 HD (1080p),https://adpnetworkhd-cmd.github.io/iptv/Belarus5.m3u8
Fuel TV (1080p),https://amg01074-fueltv-fueltvau-samsungau-g09kq.amagi.tv/playlist/amg01074-fueltv-fueltvau-samsungau/playlist.m3u8
ESPNU (720p),http://23.237.104.106:8080/USA_ESPNU/index.m3u8
Gol (1080p),https://adpnetworkhd-cmd.github.io/iptv/GOL.m3u8
L1 (1080p),http://45.4.1.201:8000/play/a1ai/index.m3u8
FB TV,http://1hskrdto.rocketcdn.com/fenerbahcetv.smil/playlist.m3u8
Fuel TV (1080p),https://amg01074-fueltv-amg01074c1-stirr-us-4214.playouts.now.amagi.tv/playlist.m3u8
Arryadia HD TNT (1080p),https://stream-lb.livemediama.com/arryadia-tnt/hls/master.m3u8
Futbol (1080p),https://live.teleradiocom.tj/8/3m.m3u8
Meridiano TV (576p),http://181.78.8.199:8000/play/a0fr/index.m3u8
Premier Sports 2 (1080p),https://amg19223-amg19223c4-amgplt0351.playout.now3.amagi.tv/playlist/amg19223-amg19223c4-amgplt0351/playlist.m3u8
More Than Sports TV (1080p),https://mts1.iptv-playoutcenter.de/mts/mts-web/playlist.m3u8
Rally TV (1080p),https://rally-tv-live.akamaized.net/hls/live/2117704/RallyTV-Pri/master.m3u8
MSG (720p),http://23.237.104.106:8080/USA_MSG/index.m3u8
Бокс ТВ (720p),http://31.148.48.15/Boks_TV/index.m3u8
TVR Sport,https://tvr-sport.lg.mncdn.com/tvrsport/smil:tvrsport.smil/chunklist_b5160000.m3u8
TyC Sports (1080p),https://amg26268-amg26268c14-freelivesports-emea-10267.playouts.now.amagi.tv/ts-us-e2-n2/playlist/amg26268-sportsstudio-tycsports-freelivesportsemea/playlist.m3u8
Overtime (1080p),https://d1a8aq6t30gkqj.cloudfront.net/v1/amc_overtime_1/samsungheadend_us/latest/main/hls/playlist_hd.m3u8
Ovacion TV (720p) [Not 24/7],http://cdn2.ujjina.com:1935/iptvovacion1/liveovacion1tv/playlist.m3u8
RTI La 3 (1080p) [Not 24/7],http://69.64.57.208/la3/index.m3u8
Sporty TV,https://dash2.antik.sk/live/sporty_tv/index.m3u8
TVS Classic Sports (360p),https://rpn.bozztv.com/gusa/gusa-tvs/index.m3u8
TJK TV (1080p),https://tjktv-live.tjk.org/tjktv.m3u8
World Poker Tour (1080p),https://amg00477-samsungelectron-worldpokertour-samsunguk-81igb.amagi.tv/playlist/amg00477-samsungelectron-worldpokertour-samsunguk/playlist.m3u8
TVS Boxing (360p),https://rpn.bozztv.com/gusa/gusa-tvsboxing/index.m3u8
Red Bull TV (1080p),https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master.m3u8
Movistar Deportes (1080p),http://45.4.1.201:8000/play/a13e/index.m3u8
Sky Racing 1 (720p),https://636ffd31f0e12.streamlock.net/RacingStream1/RacingStream1/playlist.m3u8
TVS Turbo (360p),https://rpn.bozztv.com/gusa/gusa-tvsturbo/index.m3u8
Sportitalia (1080p),https://edge-001.streamup.eu/sportitalia/sihd_abr/playlist.m3u8
TV Cuatro 4.3 (1080p),https://5ca3e84a76d30.streamlock.net/tv43gto/tv43gto.smil/.m3u8
Strongman (720p),https://rightsboosterltd-scl-1-eu.rakuten.wurl.tv/playlist.m3u8
Астрахань.Ru Sport (720p),https://streaming.astrakhan.ru/astrakhanrusporthd/playlist.m3u8
TVS Sports Bureau (720p),https://rpn.bozztv.com/gusa/gusa-tvssportsbureau/index.m3u8
Racer Network (1080p),https://amg00378-mavtv-amg00378c2-samsung-au-1790.playouts.now.amagi.tv/playlist/amg00378-mavtvfast-motorsportsnetwork-samsungau/playlist.m3u8
MMA-TV (576p),http://31.148.48.15/M1_Global/index.m3u8
Strongman Champions League (720p),https://rightsboosterltd-scl-2-eu.rakuten.wurl.tv/playlist.m3u8
SPOTV 2 (1080p),http://primestreams.tv:826/live/mookie22/49aV7nBsK4/119516.m3u8
Willow Sports (1080p),https://d36r8jifhgsk5j.cloudfront.net/Willow_TV.m3u8
Tele Rebelde (480p) [Not 24/7],https://tv.picta.cu/telerebelde/telerebelde_1.m3u8
Monterrico TV,https://h.jcp.live.opencaster.com/play_src/index.m3u8
Win Sports (1080p),http://138.121.15.230:9002/WIN-SPORT/index.m3u8
Star Sports 2 Hindi HD (1080p),http://103.157.248.140:8000/play/a01m/index.m3u8
PGA Tour (1080p),https://d11k1mnrgfposz.cloudfront.net/playlist.m3u8
MadeinBO TV (1080p),https://srvx1.selftv.video/dmchannel/live/playlist.m3u8
Match! Strana (720p),http://31.148.48.15/Match_Strana/index.m3u8
Oman Sports TV (1080p) [Not 24/7],https://partneta.cdn.mgmlcdn.com/omsport/smil:omsport.stream.smil/chunklist.m3u8
San Marino RTV Sport (720p),https://d2hrvno5bw6tg2.cloudfront.net/smrtv-ch02/smil:ch-02.smil/master.m3u8
Persiana Fight,https://fighthls.persiana.live/hls/stream.m3u8
viju+ Sport,https://stream8.cinerama.uz/1229/tracks-v1a1/mono.m3u8
Nautical Channel (720p),https://a-cdn.klowdtv.com/live2/nautical_720p/playlist.m3u8
Premier Sports (1080p),https://amg19223-amg19223c3-amgplt0351.playout.now3.amagi.tv/playlist/amg19223-amg19223c3-amgplt0351/playlist.m3u8
World of Freesports (1080p),https://mainstreammedia-worldoffreesportsintl-rakuten.amagi.tv/playlist.m3u8
QazSport (480p) [Geo-blocked],https://qazsporttv-stream.qazcdn.com/qazsporttv/qazsporttv/playlist.m3u8
RACER International (1080p),https://amg00378-mavtv-amg00378c2-rakuten-us-1048.playouts.now.amagi.tv/playlist/amg00378-mavtvfast-motorsportsnetwork-rakutenus/playlist.m3u8
MLB Channel (1080p) [Geo-blocked],https://pb-2y9ox4r1fy550.akamaized.net/playlist.m3u8
Teletrak (720p),https://unlimited6-cl.dps.live/sportinghd/sportinghd.smil/playlist.m3u8
TVS Women Sports (720p),https://rpn.bozztv.com/gusa/gusa-tvswsn/index.m3u8
NHL Network (1080p),https://nhl-firetv.amagi.tv/playlist.m3u8
Strongman Champions League (720p),https://rightsboosterltd-scl-1-be.samsung.wurl.tv/playlist.m3u8
Sport,https://stream8.cinerama.uz/1004/tracks-v1a1/mono.m3u8
Real Madrid TV English [Geo-blocked],https://rmtv.akamaized.net/hls/live/2043154/rmtv-en-web/bitrate_3.m3u8
МАТЧ! Игра (720p),http://31.148.48.15/Match_Igra_HD/index.m3u8
SuperTennis (1080p),https://live-embed.supertennix.hiway.media/restreamer/supertennix_client/gpu-a-c0-16/restreamer/outgest/aa3673f1-e178-44a9-a947-ef41db73211a/manifest.m3u8
SPOTV (720p),http://primestreams.tv:826/live/mookie22/49aV7nBsK4/119515.m3u8
Беларусь 5 Интернет (1080p) [Not 24/7],https://edge59.dc.beltelecom.by/ngtrk/smil:belarus5int.smil/playlist.m3u8
World of Freesports (1080p),https://mainstreammedia-worldoffreesportsintl-rakuten.amagi.tv/hls/amagi_hls_data_rakutenAA-mainstreammediafreesportsintl-rakuten/CDN/master.m3u8
Pac 12 Insider (1080p),https://pac12-firetv.amagi.tv/playlist.m3u8
Unite8 Sports 1 HD (1080p),http://103.114.11.37:8081/UNITEDHINDI/index.m3u8
Swerve Combat (1080p),https://linear-253.frequency.stream/mt/roku/253/hls/master/playlist.m3u8
MMA TV.com (1080p),https://streams2.sofast.tv/vglive-sk-462904/playlist.m3u8
Sky Racing 2 (720p),https://636ffd31f0e12.streamlock.net/RacingStream2/RacingStream2/playlist.m3u8
МАТЧ! Арена (720p),http://31.148.48.15/Match_Arena_HD/index.m3u8
Willow Sports (1080p),https://d36r8jifhgsk5j.cloudfront.net/Willow_TV1080p.m3u8
TR Sport (480p),https://livetr.teleromagna.it/mia/live/playlist.m3u8
Teledeporte (720p) [Geo-blocked],https://rtvelivestream.rtve.es/rtvesec/tdp/tdp_main.m3u8
TyC Sports USA,http://45.170.130.224:8000/play/a020/index.m3u8
Русский Экстрим (576p),http://31.148.48.15/Russkiy_Ekstrim/index.m3u8
Tigo Sports+,http://45.170.130.224:8000/play/a04i/index.m3u8
Türkmenistan Sport (406p) [Not 24/7],https://alpha.tv.online.tm/hls/ch004.m3u8
TVS Sports (720p) [Not 24/7],https://rpn.bozztv.com/gusa/gusa-tvssports/index.m3u8
МАТЧ! Боец (576p),http://31.148.48.15/Match_Boec/index.m3u8
NHRA TV (1080p),https://d265y4sk8257lt.cloudfront.net/nh.m3u8
Sportivnyy (1080p),https://live-3.otcnet.ru/sportivny/index.m3u8
Suspilne. Sport,https://iptv.prosto.tv/ch112/tracks-v2a1/mono.m3u8?21yo=0&e=1783247457&id=921233&ip=178.136.40.86&live=1&secret=9szoe89y&st=jPS6nYqNZLDECF8uSDa74g
Trace Sport Stars (Australia) (1080p),https://lightning-tracesport-samsungau.amagi.tv/playlist.m3u8
Tennis Channel (1080p),https://cdn-ue1-prod.tsv2.amagi.tv/linear/amg01444-tennischannelth-tennischannelnl-samsungnl/playlist.m3u8
NBA TV (1080p) [Geo-blocked],https://amg00556-amg00556c3-firetv-us-6060.playouts.now.amagi.tv/playlist.m3u8
NFL Channel (1080p) [Geo-blocked],https://pb-we3ltka9xobj6.akamaized.net/master.m3u8
W14DK-D 14.5 All Sports Television Network,https://2-fss-2.streamhoster.com/pl_118/204972-2205186-1/playlist.m3u8
TVS Bowling Network (720p),https://rpn.bozztv.com/gusa/gusa-tvsbowling/index.m3u8
Racer Select (1080p),https://amg00378-amg00378c4-freelivesports-emea-5637.playouts.now.amagi.tv/playlist.m3u8
Trace Sport Stars,http://ott.watch/XE5QWWBZ87/256/tracks-v1a1/mono.ts.m3u8
Футбол (720p),http://31.148.48.15/Futbol_HD/index.m3u8
Беларусь 5 (1080p) [Not 24/7],https://ngtrk.dc.beltelecom.by/ngtrk/smil:belarus5.smil/playlist.m3u8
